image_path,label,label_id,split
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/369.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0063.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/229.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/110.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0117.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/202.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/174.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/310.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0227.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/327.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/169.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/81.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0294.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0335.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0104.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0020.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/25.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/210.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0013.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/33.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0158.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/37.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/144.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/282.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0129.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/376.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/317.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/18.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/221.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/218.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0292.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/270.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/421.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/361.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/51.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/28.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0032.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/14.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/209.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/44.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/148.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/143.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/339.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z376.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/123.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0024.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0359.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/124.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0077.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/231.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/287.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/105 - Copy.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/60.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/356.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/329.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0123.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/237.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0015.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0019.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/189 - Copy (2).jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0060.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/339.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/435.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0274.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/203.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0204.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0109.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/233.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/429.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0367.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0323.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/154.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/298.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/285.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/79.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0133.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/85.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0157.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0208.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/72.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0006.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0254.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/301.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z112.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0067.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0058.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0012.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0136.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/265.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/370.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/204.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/114.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0073.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0097.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/41.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/249.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/252.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0463.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/149.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0148.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/69.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0325.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/255.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/286 - Copy.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/223.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/57.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/64.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0205.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0469.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/90.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0286.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0001.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/61.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0113.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/499.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/15.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/6.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0155.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/232.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/368.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/41.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/404.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/150.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/47.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/251.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/26 - Copy (3).jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z208.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/94.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/83.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/271.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/86.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/230.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/232.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/119.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0078.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/53.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/160.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0287.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0480.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0182.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0183.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0324.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/40 - Copy.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0087.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0273.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0034.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/13.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/96.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/415.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/18.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0144.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/278.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0279.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0000.jpg,cabbage leaf,4,train
